,ONT NE ID,ONT PON Branch ID,OLT Location,Vendor name,Model,Serialnumber,Software revision,Hardware revision,Distance from OLT,Flag for Wholesale or on-net,Consolidated,Uptime - powered,Uptime - online,Hierarchy Path,Flag for B2B or B2C.,Latitude,Longitude
87,DTAL030:1/1/6/1/8,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458493,3FE49337AOCK187,3FE49331BAAA108,18.1km,On-Net,N,122 days : 2hrs : 30s,110 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.62674,-5.967592
88,DTAL030:1/1/6/1/9,DTAL_008_101_2_2021_2_308_71,Belfast,Nokia,XS-010X-Q,SMBS03458494,3FE49337AOCK188,3FE49331BAAA109,18.1km,On-Net,N,123 days : 2hrs : 30s,111 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.63316,-5.945407
89,DTAL030:1/1/6/1/10,DTAL_008_101_2_2021_2_308_72,Belfast,Nokia,XS-010X-Q,SMBS03458495,3FE49337AOCK189,3FE49331BAAA110,18.1km,On-Net,N,124 days : 2hrs : 30s,112 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.616189,-5.935107
90,DTAL030:1/1/6/1/11,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458496,3FE49337AOCK190,3FE49331BAAA111,18.1km,On-Net,N,125 days : 2hrs : 30s,113 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.626133,-5.936682
91,DTAL030:1/1/6/1/12,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458497,3FE49337AOCK191,3FE49331BAAA112,18.1km,On-Net,N,126 days : 2hrs : 30s,114 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.619905,-5.914652
92,DTAL030:1/1/6/1/13,DTAL_008_101_2_2021_2_308_73,Belfast,Nokia,XS-010X-Q,SMBS03458498,3FE49337AOCK192,3FE49331BAAA113,18.1km,On-Net,N,127 days : 2hrs : 30s,115 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.60596,-5.906967
93,DTAL030:1/1/6/1/14,DTAL_008_101_2_2021_2_308_74,Belfast,Nokia,XS-010X-Q,SMBS03458499,3FE49337AOCK193,3FE49331BAAA114,18.1km,On-Net,N,128 days : 2hrs : 30s,116 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.606554,-5.875203
94,DTAL030:1/1/6/1/15,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458500,3FE49337AOCK194,3FE49331BAAA115,18.1km,On-Net,N,129 days : 2hrs : 30s,117 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.601212,-5.855735
95,DTAL030:1/1/6/1/16,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458501,3FE49337AOCK195,3FE49331BAAA116,18.1km,On-Net,N,130 days : 2hrs : 30s,118 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.591417,-5.855735
96,DTAL030:1/1/6/1/17,DTAL_008_101_2_2021_2_308_75,Belfast,Nokia,XS-010X-Q,SMBS03458502,3FE49337AOCK196,3FE49331BAAA117,18.1km,On-Net,N,131 days : 2hrs : 30s,119 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.585777,-5.874178
97,DTAL030:1/1/6/1/18,DTAL_008_101_2_2021_2_308_76,Belfast,Nokia,XS-010X-Q,SMBS03458503,3FE49337AOCK197,3FE49331BAAA118,18.1km,On-Net,N,132 days : 2hrs : 30s,120 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.574197,-5.919263
98,DTAL030:1/1/6/1/19,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458504,3FE49337AOCK198,3FE49331BAAA119,18.1km,On-Net,N,133 days : 2hrs : 30s,121 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.569742,-5.947953
99,DTAL030:1/1/6/1/20,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458505,3FE49337AOCK199,3FE49331BAAA120,18.1km,On-Net,N,134 days : 2hrs : 30s,122 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.570633,-5.971008
100,DTAL030:1/1/6/1/21,DTAL_008_101_2_2021_2_308_77,Belfast,Nokia,XS-010X-Q,SMBS03458506,3FE49337AOCK200,3FE49331BAAA121,18.1km,On-Net,N,135 days : 2hrs : 30s,123 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.586371,-5.995088
101,DTAL030:1/1/6/1/22,DTAL_008_101_2_2021_2_308_78,Belfast,Nokia,XS-010X-Q,SMBS03458507,3FE49337AOCK201,3FE49331BAAA122,18.1km,On-Net,N,136 days : 2hrs : 30s,124 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.599431,-5.97152
102,DTAL030:1/1/6/1/23,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458508,3FE49337AOCK202,3FE49331BAAA123,18.1km,On-Net,N,137 days : 2hrs : 30s,125 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.611301,-5.951027
103,DTAL030:1/1/6/1/24,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458509,3FE49337AOCK203,3FE49331BAAA124,18.1km,On-Net,N,138 days : 2hrs : 30s,126 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.615751,-5.939756
104,DTAL030:1/1/6/1/25,DTAL_008_101_2_2021_2_308_79,Belfast,Nokia,XS-010X-Q,SMBS03458510,3FE49337AOCK204,3FE49331BAAA125,18.1km,On-Net,N,139 days : 2hrs : 30s,127 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.613378,-5.925411
105,DTAL030:1/1/6/1/26,DTAL_008_101_2_2021_2_308_80,Belfast,Nokia,XS-010X-Q,SMBS03458511,3FE49337AOCK205,3FE49331BAAA126,18.1km,On-Net,N,140 days : 2hrs : 30s,128 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.608037,-5.9208
106,DTAL030:1/1/6/1/27,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458512,3FE49337AOCK206,3FE49331BAAA127,18.1km,On-Net,N,141 days : 2hrs : 30s,129 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.596167,-5.90748
107,DTAL030:1/1/6/1/28,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458513,3FE49337AOCK207,3FE49331BAAA128,18.1km,On-Net,N,142 days : 2hrs : 30s,130 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.57687,-5.913115
108,DTAL030:1/1/6/1/29,DTAL_008_101_2_2021_2_308_81,Belfast,Nokia,XS-010X-Q,SMBS03458514,3FE49337AOCK208,3FE49331BAAA129,18.1km,On-Net,N,143 days : 2hrs : 30s,131 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.574197,-5.926436
109,DTAL030:1/1/6/1/30,DTAL_008_101_2_2021_2_308_82,Belfast,Nokia,XS-010X-Q,SMBS03458515,3FE49337AOCK209,3FE49331BAAA130,18.1km,On-Net,N,144 days : 2hrs : 30s,132 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.571524,-5.946929
110,DTAL030:1/1/6/1/31,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458516,3FE49337AOCK210,3FE49331BAAA131,18.1km,On-Net,N,145 days : 2hrs : 30s,133 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.585183,-5.961786
111,DTAL030:1/1/6/1/32,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458517,3FE49337AOCK211,3FE49331BAAA132,18.1km,On-Net,N,146 days : 2hrs : 30s,134 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.597354,-5.955126
112,DTAL030:1/1/6/1/33,DTAL_008_101_2_2021_2_308_83,Belfast,Nokia,XS-010X-Q,SMBS03458518,3FE49337AOCK212,3FE49331BAAA133,18.1km,On-Net,N,147 days : 2hrs : 30s,135 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.612785,-5.962811
113,DTAL030:1/1/6/1/34,DTAL_008_101_2_2021_2_308_84,Belfast,Nokia,XS-010X-Q,SMBS03458519,3FE49337AOCK213,3FE49331BAAA134,18.1km,On-Net,N,148 days : 2hrs : 30s,136 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.611301,-5.947953
114,DTAL030:1/1/6/1/35,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458520,3FE49337AOCK214,3FE49331BAAA135,18.1km,On-Net,N,149 days : 2hrs : 30s,137 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.620794,-5.975107
115,DTAL030:1/1/6/1/36,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458521,3FE49337AOCK215,3FE49331BAAA136,18.1km,On-Net,N,150 days : 2hrs : 30s,138 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.626133,-5.963836
116,DTAL030:1/1/6/1/37,DTAL_008_101_2_2021_2_308_85,Belfast,Nokia,XS-010X-Q,SMBS03458522,3FE49337AOCK216,3FE49331BAAA137,18.1km,On-Net,N,151 days : 2hrs : 30s,139 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.633548,-5.947953
117,DTAL030:1/1/6/1/38,DTAL_008_101_2_2021_2_308_86,Belfast,Nokia,XS-010X-Q,SMBS03458523,3FE49337AOCK217,3FE49331BAAA138,18.1km,On-Net,N,152 days : 2hrs : 30s,140 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.627023,-5.924386
118,DTAL030:1/1/6/1/39,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458524,3FE49337AOCK218,3FE49331BAAA139,18.1km,On-Net,N,153 days : 2hrs : 30s,141 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.614268,-5.926948
119,DTAL030:1/1/6/1/40,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458525,3FE49337AOCK219,3FE49331BAAA140,18.1km,On-Net,N,154 days : 2hrs : 30s,142 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.605367,-5.899795
120,DTAL030:1/1/6/1/41,DTAL_008_101_2_2021_2_308_87,Belfast,Nokia,XS-010X-Q,SMBS03458526,3FE49337AOCK220,3FE49331BAAA141,18.1km,On-Net,N,155 days : 2hrs : 30s,143 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.596167,-5.8834
121,DTAL030:1/1/6/1/42,DTAL_008_101_2_2021_2_308_88,Belfast,Nokia,XS-010X-Q,SMBS03458527,3FE49337AOCK221,3FE49331BAAA142,18.1km,On-Net,N,156 days : 2hrs : 30s,144 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.592308,-5.899282
122,DTAL030:1/1/6/1/43,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458528,3FE49337AOCK222,3FE49331BAAA143,18.1km,On-Net,N,157 days : 2hrs : 30s,145 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.592011,-5.944879
123,DTAL030:1/1/6/1/44,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458529,3FE49337AOCK223,3FE49331BAAA144,18.1km,On-Net,N,158 days : 2hrs : 30s,146 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.601212,-5.965885
124,DTAL030:1/1/6/1/45,DTAL_008_101_2_2021_2_308_89,Belfast,Nokia,XS-010X-Q,SMBS03458530,3FE49337AOCK224,3FE49331BAAA145,18.1km,On-Net,N,159 days : 2hrs : 30s,147 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.605367,-5.945904
125,DTAL030:1/1/6/1/46,DTAL_008_101_2_2021_2_308_90,Belfast,Nokia,XS-010X-Q,SMBS03458531,3FE49337AOCK225,3FE49331BAAA146,18.1km,On-Net,N,160 days : 2hrs : 30s,148 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.607147,-5.933096
126,DTAL030:1/1/6/1/47,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458532,3FE49337AOCK226,3FE49331BAAA147,18.1km,On-Net,N,161 days : 2hrs : 30s,149 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.597057,-5.921825
127,DTAL030:1/1/6/1/48,DTAL_0010_101_2_2021_2_308_26,Belfast,Nokia,XS-010X-Q,SMBS03458533,3FE49337AOCK227,3FE49331BAAA148,18.1km,On-Net,N,162 days : 2hrs : 30s,150 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.595573,-5.936682
128,DTAL030:1/1/6/1/49,DTAL_008_101_2_2021_2_308_91,Belfast,Nokia,XS-010X-Q,SMBS03458534,3FE49337AOCK228,3FE49331BAAA149,18.1km,On-Net,N,163 days : 2hrs : 30s,151 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.601806,-5.939756
129,DTAL030:1/1/6/1/50,DTAL_008_101_2_2021_2_308_92,Belfast,Nokia,XS-010X-Q,SMBS03458535,3FE49337AOCK229,3FE49331BAAA150,18.1km,On-Net,N,164 days : 2hrs : 30s,152 days : 1 hr : 46 mins,VMIE->DTAL030,Residential,54.611895,-5.933096
130,DTAL070:1/1/9/1/1,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458536,3FE49337AOCK230,3FE49331BAAA151,18.1km,On-Net,N,165 days : 2hrs : 30s,153 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.67471,-8.639252
131,DTAL070:1/1/9/1/2,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458537,3FE49337AOCK231,3FE49331BAAA152,18.1km,On-Net,N,166 days : 2hrs : 30s,154 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.668237,-8.623567
132,DTAL070:1/1/9/1/3,DTAL_008_101_2_2021_2_308_93,Limeric,Nokia,XS-010X-Q,SMBS03458538,3FE49337AOCK232,3FE49331BAAA153,18.1km,On-Net,N,167 days : 2hrs : 30s,155 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.662028,-8.597861
133,DTAL070:1/1/9/1/4,DTAL_008_101_2_2021_2_308_94,Limeric,Nokia,XS-010X-Q,SMBS03458539,3FE49337AOCK233,3FE49331BAAA154,18.1km,On-Net,N,168 days : 2hrs : 30s,156 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.65106,-8.600693
134,DTAL070:1/1/9/1/5,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458540,3FE49337AOCK234,3FE49331BAAA155,18.1km,On-Net,N,169 days : 2hrs : 30s,157 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.634404,-8.652541
135,DTAL070:1/1/9/1/6,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458541,3FE49337AOCK235,3FE49331BAAA156,18.1km,On-Net,N,170 days : 2hrs : 30s,158 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.649606,-8.642302
136,DTAL070:1/1/9/1/7,DTAL_008_101_2_2021_2_308_95,Limeric,Nokia,XS-010X-Q,SMBS03458542,3FE49337AOCK236,3FE49331BAAA157,18.1km,On-Net,N,171 days : 2hrs : 30s,159 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.664538,-8.654284
137,DTAL070:1/1/9/1/8,DTAL_008_101_2_2021_2_308_96,Limeric,Nokia,XS-010X-Q,SMBS03458543,3FE49337AOCK237,3FE49331BAAA158,18.1km,On-Net,N,172 days : 2hrs : 30s,160 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.670219,-8.649055
138,DTAL070:1/1/9/1/9,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458544,3FE49337AOCK238,3FE49331BAAA159,18.1km,On-Net,N,173 days : 2hrs : 30s,161 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.665859,-8.635549
139,DTAL070:1/1/9/1/10,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458545,3FE49337AOCK239,3FE49331BAAA160,18.1km,On-Net,N,174 days : 2hrs : 30s,162 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.678012,-8.612675
140,DTAL070:1/1/9/1/11,DTAL_008_101_2_2021_2_308_97,Limeric,Nokia,XS-010X-Q,SMBS03458546,3FE49337AOCK240,3FE49331BAAA161,18.1km,On-Net,N,175 days : 2hrs : 30s,163 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.67937,-8.636199
141,DTAL070:1/1/9/1/12,DTAL_008_101_2_2021_2_308_98,Limeric,Nokia,XS-010X-Q,SMBS03458547,3FE49337AOCK241,3FE49331BAAA162,18.1km,On-Net,N,176 days : 2hrs : 30s,164 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.678039,-8.624668
142,DTAL070:1/1/9/1/13,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458548,3FE49337AOCK242,3FE49331BAAA163,18.1km,On-Net,N,177 days : 2hrs : 30s,165 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.674709,-8.610392
143,DTAL070:1/1/9/1/14,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458549,3FE49337AOCK243,3FE49331BAAA164,18.1km,On-Net,N,178 days : 2hrs : 30s,166 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.667884,-8.600508
144,DTAL070:1/1/9/1/15,DTAL_008_101_2_2021_2_308_99,Limeric,Nokia,XS-010X-Q,SMBS03458550,3FE49337AOCK244,3FE49331BAAA165,18.1km,On-Net,N,179 days : 2hrs : 30s,167 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.665886,-8.58733
145,DTAL070:1/1/9/1/16,DTAL_008_101_2_2021_2_308_100,Limeric,Nokia,XS-010X-Q,SMBS03458551,3FE49337AOCK245,3FE49331BAAA166,18.1km,On-Net,N,180 days : 2hrs : 30s,168 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.658059,-8.587879
146,DTAL070:1/1/9/1/17,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458552,3FE49337AOCK246,3FE49331BAAA167,18.1km,On-Net,N,181 days : 2hrs : 30s,169 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.651231,-8.586506
147,DTAL070:1/1/9/1/18,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458553,3FE49337AOCK247,3FE49331BAAA168,18.1km,On-Net,N,182 days : 2hrs : 30s,170 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.644235,-8.588153
148,DTAL070:1/1/9/1/19,DTAL_008_101_2_2021_2_308_101,Limeric,Nokia,XS-010X-Q,SMBS03458554,3FE49337AOCK248,3FE49331BAAA169,18.1km,On-Net,N,183 days : 2hrs : 30s,171 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.638737,-8.590624
149,DTAL070:1/1/9/1/20,DTAL_008_101_2_2021_2_308_102,Limeric,Nokia,XS-010X-Q,SMBS03458555,3FE49337AOCK249,3FE49331BAAA170,18.1km,On-Net,N,184 days : 2hrs : 30s,172 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.640237,-8.607921
150,DTAL070:1/1/9/1/21,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458556,3FE49337AOCK250,3FE49331BAAA171,18.1km,On-Net,N,185 days : 2hrs : 30s,173 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.640736,-8.613686
151,DTAL070:1/1/9/1/22,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458557,3FE49337AOCK251,3FE49331BAAA172,18.1km,On-Net,N,186 days : 2hrs : 30s,174 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.630073,-8.617255
152,DTAL070:1/1/9/1/23,DTAL_008_101_2_2021_2_308_103,Limeric,Nokia,XS-010X-Q,SMBS03458558,3FE49337AOCK252,3FE49331BAAA173,18.1km,On-Net,N,187 days : 2hrs : 30s,175 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.622907,-8.634552
153,DTAL070:1/1/9/1/24,DTAL_008_101_2_2021_2_308_104,Limeric,Nokia,XS-010X-Q,SMBS03458559,3FE49337AOCK253,3FE49331BAAA174,18.1km,On-Net,N,188 days : 2hrs : 30s,176 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.625907,-8.652123
154,DTAL070:1/1/9/1/25,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458560,3FE49337AOCK254,3FE49331BAAA175,18.1km,On-Net,N,189 days : 2hrs : 30s,177 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.632572,-8.658987
155,DTAL070:1/1/9/1/26,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458561,3FE49337AOCK255,3FE49331BAAA176,18.1km,On-Net,N,190 days : 2hrs : 30s,178 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.639903,-8.652398
156,DTAL070:1/1/9/1/27,DTAL_008_101_2_2021_2_308_105,Limeric,Nokia,XS-010X-Q,SMBS03458562,3FE49337AOCK256,3FE49331BAAA177,18.1km,On-Net,N,191 days : 2hrs : 30s,179 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.646234,-8.64773
157,DTAL070:1/1/9/1/28,DTAL_008_101_2_2021_2_308_106,Limeric,Nokia,XS-010X-Q,SMBS03458563,3FE49337AOCK257,3FE49331BAAA178,18.1km,On-Net,N,192 days : 2hrs : 30s,180 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.655228,-8.649927
158,DTAL070:1/1/9/1/29,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458564,3FE49337AOCK258,3FE49331BAAA179,18.1km,On-Net,N,193 days : 2hrs : 30s,181 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.660391,-8.651574
159,DTAL070:1/1/9/1/30,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458565,3FE49337AOCK259,3FE49331BAAA180,18.1km,On-Net,N,194 days : 2hrs : 30s,182 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.661556,-8.664478
160,DTAL070:1/1/9/1/31,DTAL_008_101_2_2021_2_308_107,Limeric,Nokia,XS-010X-Q,SMBS03458566,3FE49337AOCK260,3FE49331BAAA181,18.1km,On-Net,N,195 days : 2hrs : 30s,183 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.666718,-8.671067
161,DTAL070:1/1/9/1/32,DTAL_008_101_2_2021_2_308_108,Limeric,Nokia,XS-010X-Q,SMBS03458567,3FE49337AOCK261,3FE49331BAAA182,18.1km,On-Net,N,196 days : 2hrs : 30s,184 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.67421,-8.67546
162,DTAL070:1/1/9/1/33,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458568,3FE49337AOCK262,3FE49331BAAA183,18.1km,On-Net,N,197 days : 2hrs : 30s,185 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.676874,-8.682873
163,DTAL070:1/1/9/1/34,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458569,3FE49337AOCK263,3FE49331BAAA184,18.1km,On-Net,N,198 days : 2hrs : 30s,186 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.680036,-8.663929
164,DTAL070:1/1/9/1/35,DTAL_008_101_2_2021_2_308_109,Limeric,Nokia,XS-010X-Q,SMBS03458570,3FE49337AOCK264,3FE49331BAAA185,18.1km,On-Net,N,199 days : 2hrs : 30s,187 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.679703,-8.651574
165,DTAL070:1/1/9/1/36,DTAL_008_101_2_2021_2_308_110,Limeric,Nokia,XS-010X-Q,SMBS03458571,3FE49337AOCK265,3FE49331BAAA186,18.1km,On-Net,N,200 days : 2hrs : 30s,188 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.678871,-8.637023
166,DTAL070:1/1/9/1/37,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458572,3FE49337AOCK266,3FE49331BAAA187,18.1km,On-Net,N,201 days : 2hrs : 30s,189 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.676541,-8.627963
167,DTAL070:1/1/9/1/38,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458573,3FE49337AOCK267,3FE49331BAAA188,18.1km,On-Net,N,202 days : 2hrs : 30s,190 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.680224,-8.664345
168,DTAL070:1/1/9/1/39,DTAL_008_101_2_2021_2_308_111,Limeric,Nokia,XS-010X-Q,SMBS03458574,3FE49337AOCK268,3FE49331BAAA189,18.1km,On-Net,N,203 days : 2hrs : 30s,191 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.674604,-8.664689
169,DTAL070:1/1/9/1/40,DTAL_008_101_2_2021_2_308_112,Limeric,Nokia,XS-010X-Q,SMBS03458575,3FE49337AOCK269,3FE49331BAAA190,18.1km,On-Net,N,204 days : 2hrs : 30s,192 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.667317,-8.660569
170,DTAL070:1/1/9/1/41,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458576,3FE49337AOCK270,3FE49331BAAA191,18.1km,On-Net,N,205 days : 2hrs : 30s,193 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.65399,-8.644433
171,DTAL070:1/1/9/1/42,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458577,3FE49337AOCK271,3FE49331BAAA192,18.1km,On-Net,N,206 days : 2hrs : 30s,194 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.647116,-8.637909
172,DTAL070:1/1/9/1/43,DTAL_008_101_2_2021_2_308_113,Limeric,Nokia,XS-010X-Q,SMBS03458578,3FE49337AOCK272,3FE49331BAAA193,18.1km,On-Net,N,207 days : 2hrs : 30s,195 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.640659,-8.649926
173,DTAL070:1/1/9/1/44,DTAL_008_101_2_2021_2_308_114,Limeric,Nokia,XS-010X-Q,SMBS03458579,3FE49337AOCK273,3FE49331BAAA194,18.1km,On-Net,N,208 days : 2hrs : 30s,196 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.636283,-8.666749
174,DTAL070:1/1/9/1/45,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458580,3FE49337AOCK274,3FE49331BAAA195,18.1km,On-Net,N,209 days : 2hrs : 30s,197 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.631491,-8.661599
175,DTAL070:1/1/9/1/46,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458581,3FE49337AOCK275,3FE49331BAAA196,18.1km,On-Net,N,210 days : 2hrs : 30s,198 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.625656,-8.652672
